;subprefeitura/zona;valor;secretaria;numero_meta;meta;indicador;codigo_subs;codigo_zonas
851;Aricanduva/Vila Formosa;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;26;
852;Butantã;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;10;
853;Campo Limpo;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;17;
854;Capela do Socorro;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;19;
855;Casa Verde;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;04;
856;Cidade Ademar;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;16;
857;Cidade Tiradentes;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;31;
858;Ermelino Matarazzo;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;22;
859;Freguesia do Ó/Brasilândia;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;03;
860;Guaianases;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;28;
861;Ipiranga;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;13;
862;Itaim Paulista;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;24;
863;Itaquera;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;27;
864;Jabaquara;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;15;
865;Jaçanã/Tremembé;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;06;
866;Lapa;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;08;
867;M'Boi Mirim;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;18;
868;Mooca;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;25;
869;Parelheiros;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;20;
870;Penha;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;21;
871;Perus;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;01;
872;Pinheiros;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;11;
873;Pirituba/Jaraguá;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;02;
874;Santana/Tucuruvi;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;05;
875;Santo Amaro;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;14;
876;São Mateus;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;30;
877;São Miguel Paulista;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;23;
878;Sapopemba;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;32;
879;Sé;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;09;
880;Vila Maria/Vila Guilherme;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;07;
881;Vila Mariana;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;12;
882;Vila Prudente;;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;29;
883;LESTE;1.0;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;;2.0
884;NORTE;3.0;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;;3.0
885;CENTRO;0.0;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;;1.0
886;OESTE;1.0;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;;4.0
887;SUL;1.0;SMS;7;Implantar 6 novos Centros de Atenção Psicossocial (CAPS).;Número de CAPS implantados;;5.0
888;Aricanduva/Vila Formosa;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;26;
889;Butantã;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;10;
890;Campo Limpo;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;17;
891;Capela do Socorro;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;19;
892;Casa Verde;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;04;
893;Cidade Ademar;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;16;
894;Cidade Tiradentes;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;31;
895;Ermelino Matarazzo;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;22;
896;Freguesia do Ó/Brasilândia;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;03;
897;Guaianases;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;28;
898;Ipiranga;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;13;
899;Itaim Paulista;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;24;
900;Itaquera;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;27;
901;Jabaquara;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;15;
902;Jaçanã/Tremembé;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;06;
903;Lapa;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;08;
904;M'Boi Mirim;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;18;
905;Mooca;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;25;
906;Parelheiros;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;20;
907;Penha;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;21;
908;Perus;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;01;
909;Pinheiros;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;11;
910;Pirituba/Jaraguá;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;02;
911;Santana/Tucuruvi;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;05;
912;Santo Amaro;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;14;
913;São Mateus;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;30;
914;São Miguel Paulista;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;23;
915;Sapopemba;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;32;
916;Sé;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;09;
917;Vila Maria/Vila Guilherme;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;07;
918;Vila Mariana;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;12;
919;Vila Prudente;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;29;
920;LESTE;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;;2.0
921;NORTE;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;;3.0
922;CENTRO;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;;1.0
923;OESTE;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;;4.0
924;SUL;;SMDET;69;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030;Percentual de metas concluídas em razão das metas propostas;;5.0
925;Aricanduva/Vila Formosa;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;26;
926;Butantã;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;10;
927;Campo Limpo;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;17;
928;Capela do Socorro;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;19;
929;Casa Verde;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;04;
930;Cidade Ademar;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;16;
931;Cidade Tiradentes;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;31;
932;Ermelino Matarazzo;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;22;
933;Freguesia do Ó/Brasilândia;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;03;
934;Guaianases;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;28;
935;Ipiranga;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;13;
936;Itaim Paulista;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;24;
937;Itaquera;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;27;
938;Jabaquara;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;15;
939;Jaçanã/Tremembé;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;06;
940;Lapa;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;08;
941;M'Boi Mirim;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;18;
942;Mooca;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;25;
943;Parelheiros;;PGM;72;Atingir a arrecadação de R$ 9 bi entre 2021 e 2024;Recursos, em R$, arrecadados com Dívida Ativa ao longo do quadriênio.;20;
